,Item,Category,Description,Price,Size,Crust,calories
355,Chicken Maximus,Chicken Lovers Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",379,Regular,Fresh Pan Pizza,3
356,The 5 Chicken Feast Pizza,Chicken Lovers Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",969,Large,New Hand Tossed,9
357,The 5 Chicken Feast Pizza,Chicken Lovers Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",659,Medium,New Hand Tossed,6
358,The 5 Chicken Feast Pizza,Chicken Lovers Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",709,Medium,100% Wheat Thin Crust,5
359,The 5 Chicken Feast Pizza,Chicken Lovers Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",758,Medium,Cheese Burst,10
360,The 5 Chicken Feast Pizza,Chicken Lovers Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",699,Medium,Fresh Pan Pizza,7
361,The 5 Chicken Feast Pizza,Chicken Lovers Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",369,Regular,New Hand Tossed,2
362,The 5 Chicken Feast Pizza,Chicken Lovers Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",399,Regular,100% Wheat Thin Crust,1
363,The 5 Chicken Feast Pizza,Chicken Lovers Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",444,Regular,Cheese Burst,6
364,The 5 Chicken Feast Pizza,Chicken Lovers Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",399,Regular,Fresh Pan Pizza,3
365,Indo Fusion Chicken Pizza,Chicken Lovers Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",969,Large,New Hand Tossed,9
366,Indo Fusion Chicken Pizza,Chicken Lovers Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",659,Medium,New Hand Tossed,6
367,Indo Fusion Chicken Pizza,Chicken Lovers Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",709,Medium,100% Wheat Thin Crust,5
368,Indo Fusion Chicken Pizza,Chicken Lovers Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",758,Medium,Cheese Burst,10
369,Indo Fusion Chicken Pizza,Chicken Lovers Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",699,Medium,Fresh Pan Pizza,7
370,Indo Fusion Chicken Pizza,Chicken Lovers Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",369,Regular,New Hand Tossed,2
371,Indo Fusion Chicken Pizza,Chicken Lovers Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",399,Regular,100% Wheat Thin Crust,1
372,Indo Fusion Chicken Pizza,Chicken Lovers Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",444,Regular,Cheese Burst,6
373,Indo Fusion Chicken Pizza,Chicken Lovers Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",399,Regular,Fresh Pan Pizza,3
374,Onion Buddy Combo,Meals & Combos,Onion Pizza Mania + Pepsi PET,105,N/A,N/A,
375,Onion Buddy Combo,Meals & Combos,Pizza Mania Capsicum Pizza Mania + Pepsi PET,121,N/A,N/A,
376,Onion Buddy Combo,Meals & Combos,Golden Corn Pizza Mania + Pepsi PET,129,N/A,N/A,
377,Onion Buddy Combo,Meals & Combos,Paneer Onion Pizza Mania + Pepsi PET,141,N/A,N/A,
378,Onion Buddy Combo,Meals & Combos,Chessy Pizza Mania + Pepsi PET,143,N/A,N/A,
379,Onion Buddy Combo,Meals & Combos,Chicken Sausage Pizza Mania + Pepsi PET,141,N/A,N/A,
380,Onion Buddy Combo,Meals & Combos,Pepper Barbecue Chicken Pizza Mania + Pepsi PET,157,N/A,N/A,
381,Onion Buddy Combo,Meals & Combos,Tomato Pizza Mania + Pepsi PET,99,N/A,N/A,
382,Onion Buddy Combo,Meals & Combos,Loaded VG Pizza Mania + Pepsi PET,187,N/A,N/A,
383,Onion Buddy Combo,Meals & Combos,Loaded Non VG Pizza Mania + Pepsi PET,207,N/A,N/A,
384,Loaded Veg Buddy Combo,Meals & Combos,Loaded VG Pizza Mania + Mountain Dew Ice PET,191,N/A,N/A,
385,Loaded Veg Buddy Combo,Meals & Combos,Loaded Non VG Pizza Mania + Mountain Dew Ice PET,211,N/A,N/A,
386,Work from Home Veg Treat,Meals & Combos,Reg Cheese & Corn Pizza + Pepsi,199,N/A,N/A,
387,Work from Home Non Veg Treat,Meals & Combos,Reg Chicken Sausage Pizza + Pepsi,219,N/A,N/A,
388,Movie Marathons Specials (Veg),Meals & Combos,Reg Fresh Veggie Pizza + Garlic Bread + Pepsi,295,N/A,N/A,
389,Movie Marathons Specials (N. Veg),Meals & Combos,Reg Pepper BBQ Chicken Pizza + Garlic Bread + Pepsi,335,N/A,N/A,
390,Unthinkable Combo,Meals & Combos,Reg Unthinkable Pizza + Pepsi Black Can,269,N/A,N/A,
391,Unthinkable Special Combo,Meals & Combos,Reg Unthinkable Pizza + Garlic Bread + Pepsi Black Can,369,N/A,N/A,
392,Family Treat Veg Meals,Meals & Combos,Med Farmhouse Pizza + Garlic Bread + Pepsi,485,N/A,N/A,
393,Family Treat Paneer Meals,Meals & Combos,Med Peppy Paneer Pizza + Garlic Bread + Pepsi,485,N/A,N/A,
394,Family Treat Non Veg Meals,Meals & Combos,Med Pepper BBQ Chicken Pizza + Garlic Bread + Pepsi,545,N/A,N/A,
395,Pasta Pizza Family Treat (Veg),Meals & Combos,Med Creamy Tomato Pasta Pizza + Garlic Bread + Pepsi,503,N/A,N/A,
396,Stay at Home Family Special (Veg),Meals & Combos,2 Med Pizzas(Farmhouse + Peppy Paneer) + 2(Garlic Bread + Pepsi),899,N/A,N/A,
397,Family House Party – Veg Value Combo,Meals & Combos,Large Fresh Veggie Pizza + Garlic Bread + 4 Brownie Fantasy + 2 Pepsi,899,N/A,N/A,
398,Family House Party – Non Veg Value Combo,Meals & Combos,Large Pepper BBQ Chicken Pizza + Garlic Bread + 4 Brownie Fantasy + 2 Pepsi,959,N/A,N/A,
399,Family House Party – Non Veg Deluxe Combo,Meals & Combos,Large Chicken Golden Delight Pizza + 2 Garlic Bread + 4 Choco lava cake + 2 Pepsi,1299,N/A,N/A,
400,Family House Party – Non Veg Premium Combo,Meals & Combos,Large Non Veg Supreme Pizza + 2 Stuffed Garlic Bread + 4 Choco lava cake + 2 Pepsi,1507,N/A,N/A,
401,Family House Party – Veg Deluxe Combo,Meals & Combos,Large Veg Extravaganza Pizza + 2 Garlic Bread + 4 Choco lava cake + 2 Pepsi,1299,N/A,N/A,
402,Everyday Value 2 Reg Veg Deluxe Combo,Meals & Combos,2 Reg Pizzas (Farmhouse + Veg Extravaganza),429,N/A,N/A,
403,Pizza & Juice Partnership - Kids Combo (Meal for 1),Meals & Combos,Reg Double Cheese Margherita + B Natural Alphonsos from Ratnagiri,229,N/A,N/A,
404,Pizza & Juice Partnership - Paneer Spl Combo (Meal for 1),Meals & Combos,Reg Peppy Paneer + B Natural Mixed Fruit from Himalayas,269,N/A,N/A,
405,Pizza & Juice Partnership - Veg Combo (Meal for 1),Meals & Combos,Reg Farmhouse + B Natural Pink Guavas from Dakshin India,269,N/A,N/A,
406,Pizza & Juice Partnership - Non-Veg Combo (Meal for 1),Meals & Combos,Med Pepper Barbeque Chicken + Garlic Bread + B Natural Pink Guavas from Dakshin India + B Natural Mixed Fruit from Himalayas,579,N/A,N/A,
407,Pizza & Juice Partnership - Paneer Spl Comb (Meal for 2),Meals & Combos,Med Peppy Paneer + Garlic Bread + B Natural Pink Guavas from Dakshin India + B Natural Mixed Fruit from Himalayas,569,N/A,N/A,
408,Pizza & Juice Partnership - Thin Crust Lovers Combo (Meal for 2),Meals & Combos,Med Thin Crust Veg Paradise + Garlic Bread + B Natural Mixed Fruit from Himalayas,559,N/A,N/A,
409,Everyday Value 2 Reg Classic Paneer Combo,Meals & Combos,2 Reg Pizzas (Peppy Paneer + Indi Tandoori Paneer),429,N/A,N/A,
410,Everyday Value 2 Reg Classic Mix Combo,Meals & Combos,2 Reg Pizzas (Pepper Barbecue and Onion + Farmhouse),409,N/A,N/A,
411,Everyday Value 2 Med Deluxe Paneer Combo,Meals & Combos,2 Med Pizzas (Peppy Paneer + Indi Tandoori Paneer),769,N/A,N/A,
412,Everyday Value 2 Med Classic Mix Combo,Meals & Combos,Extra Innings '2 Med' Classic Mix Combo 2 Med Pizzas (Pepper Barbecue and Onion + Farmhouse),719,N/A,N/A,
413,Ultimate Cheese Burst Deluxe Combo (Veg),Meals & Combos,Medium Farmhouse Cheese Burst Pizza + Choco Lava Cake + Garlic Bread,689,N/A,N/A,
414,Ultimate Cheese Burst Premium Combo (Veg),Meals & Combos,Medium Veg Extravaganza Cheese Burst Pizza + Choco Lava Cake + Garlic Bread,745,N/A,N/A,
415,Ultimate Cheese Burst Premium Combo (N Veg),Meals & Combos,Medium Chicken Dominator Cheese Burst Pizza + Choco Lava Cake + Garlic Bread,865,N/A,N/A,
416,Ultimate Cheese Burst Deluxe Combo (N Veg),Meals & Combos,Medium Pepper BBQ Chicken Cheese Burst Pizza + Choco Lava Cake + Garlic Bread,689,N/A,N/A,
417,Everyday Value 2 Reg N.Veg Deluxe Combo,Meals & Combos,2 Reg Pizzas (Pepper BBQ & onion + Chicken Golden Delight),429,N/A,N/A,
418,Everyday Value 2 Reg Veg Premium Combo,Meals & Combos,2 Reg Pizzas (Deluxe Veggie + Veg Extravaganza),449,N/A,N/A,
419,Everyday Value 2 Reg N.Veg Premium Combo,Meals & Combos,2 Reg Pizzas (Chicken Golden Delight + Chicken Fiesta),449,N/A,N/A,
420,Everyday Value 2 Med Veg Combo,Meals & Combos,2 Med Pizzas (Farmhouse + Peppy Paneer),719,N/A,N/A,
421,Everyday Value 2 Med N. Veg Combo,Meals & Combos,2 Med Pizzas (Pepper BBQ & Onion),719,N/A,N/A,
422,Everyday Value 2 Med Veg Deluxe Combo,Meals & Combos,2 Med Pizzas (Farmhouse + Veg Extravaganza),769,N/A,N/A,
423,Everyday Value 2 Med N.Veg Deluxe Combo,Meals & Combos,2 Med Pizzas (Pepper BBQ & Onion + Chicken Fiesta),769,N/A,N/A,
424,Everyday Value 2 Med Veg Premium Combo,Meals & Combos,2 Med Pizzas (Deluxe Veggie + Veg Extravaganza),819,N/A,N/A,
425,Everyday Value 2 Med N.Veg Premium Combo,Meals & Combos,2 Med Pizzas (Chicken Golden Delight + Chicken Fiesta),819,N/A,N/A,
426,Non Veg Loaded,Pizza Mania,"Chicken sausage, pepper barbecue chicken & peri-peri chicken in a fresh pan crust",165,Regular,Fresh Pan Pizza,3
427,Veg Loaded,Pizza Mania,"Tomato, Jalapeno, Corn, Grilled Mushroom & crushed Aranchini Patty in a fresh pan crust",145,Regular,Fresh Pan Pizza,3
428,Pepper Barbecue Chicken,Pizza Mania,Pepper barbecue chicken for that extra zing,145,Regular,Fresh Pan Pizza,3
429,Pepper Barbecue Chicken,Pizza Mania,Pepper barbecue chicken for that extra zing,115,Regular,Classic Hand Tossed,2
430,Paneer & Onion,Pizza Mania,Creamy Paneer & Onion,129,Regular,Fresh Pan Pizza,3
431,Paneer & Onion,Pizza Mania,Creamy Paneer & Onion,99,Regular,Classic Hand Tossed,2
432,Cheesy,Pizza Mania,"Cheese lovers paradise, loaded with mozzarella, cheddar & gouda cheese",129,Regular,Fresh Pan Pizza,3
433,Cheesy,Pizza Mania,"Cheese lovers paradise, loaded with mozzarella, cheddar & gouda cheese",99,Regular,Classic Hand Tossed,2
434,Chicken Sausage,Pizza Mania,"American classic! Spicy, herbed chicken sausage on pizza",129,Regular,Fresh Pan Pizza,3
435,Chicken Sausage,Pizza Mania,"American classic! Spicy, herbed chicken sausage on pizza",99,Regular,Classic Hand Tossed,2
436,Golden Corn,Pizza Mania,Sweet & juicy golden corn for that lipsmacking taste,115,Regular,Fresh Pan Pizza,3
437,Golden Corn,Pizza Mania,Sweet & juicy golden corn for that lipsmacking taste,85,Regular,Classic Hand Tossed,2
438,Capsicum,Pizza Mania,Fresh & crisp capsicum for the perfect crunch in pizza,109,Regular,Fresh Pan Pizza,3
439,Capsicum,Pizza Mania,Fresh & crisp capsicum for the perfect crunch in pizza,79,Regular,Classic Hand Tossed,2
440,Onion,Pizza Mania,Crunchy onion on a cheesy base. The pizza mania classic,95,Regular,Fresh Pan Pizza,3
441,Onion,Pizza Mania,Crunchy onion on a cheesy base. The pizza mania classic,65,Regular,Classic Hand Tossed,2
442,Tomato,Pizza Mania,Juicy tomato in a flavourful combination with cheese & tangy sauce,89,Regular,Fresh Pan Pizza,3
443,Tomato,Pizza Mania,Juicy tomato in a flavourful combination with cheese & tangy sauce,59,Regular,Classic Hand Tossed,2
444,Peppy Chicken Nuggets,Speciality Chicken,Oven baked soft tender boneless nuggets sprinkled with peri peri seasoning,139,N/A,N/A,
445,Moroccan Spice Chicken Chunks,Speciality Chicken,Soft juicy chicken pieces coated with spicy harissa sauce and sprinkled with basil parsley,149,N/A,N/A,
446,Cheesy Meatballs,Speciality Chicken,Cheesy delicious chicken meatballs coated with a layer of spicy tangy sauces and exotic toppings,119,N/A,N/A,
447,Paneer Tikka Stuffed Garlic Bread,Sides,"Freshly Baked Stuffed Garlic Bread with Cheese, Onion and Paneer Tikka fillings. Comes with a dash of Basil Parsley Sprinkle on top",159,N/A,N/A,
448,Chicken Pepperoni Stuffed Garlic Bread,Sides,"Freshly Baked Garlic Bread stuffed with Delectable Chicken Pepperoni, Cheese and sprinkled with Basil Parsley",159,N/A,N/A,
449,Garlic Breadsticks,Sides,Baked to perfection. Your perfect pizza partner! Tastes best with dip,99,N/A,N/A,
450,Cheesy Jalapeno Dip,Sides,"A spicy, tangy flavored cheese dip is a an absolute delight with your favourite Garlic Breadsticks & Stuffed Garlic Bread",29,N/A,N/A,
451,Cheesy Dip,Sides,An all-time favorite with your Garlic Breadsticks & Stuffed Garlic Bread for a Cheesy indulgence,29,N/A,N/A,
452,Choco Lava Cake,Sides,"Chocolate lovers delight! Indulgent, gooey molten lava inside chocolate cake",99,N/A,N/A,
453,Butterscotch Mousse Cake,Sides,Sweet temptation! Butterscotch flavored mousse,99,N/A,N/A,
454,Taco Mexicana Veg,Sides,Truly irresistible! Crispy taco with veg patty & creamy harissa sauce,129,N/A,N/A,
455,Veg Parcel,Sides,Snacky bites! Pizza rolls with paneer & creamy harissa sauce,39,N/A,N/A,
456,Classic Stuffed Garlic Bread,Sides,"Freshly baked garlic bread with cheese, juicy corn & tangy jalapeno",149,N/A,N/A,
457,Tomato Ketchup,Sides,Goodness of Tomato Ketchup in mini sachets,1,N/A,N/A,
458,Potato Cheese Shots,Sides,"Crisp and golden outside, flavorful burst of cheese, potato & spice inside",69,N/A,N/A,
459,Crunchy Strips,Sides,Oven baked wheat thin crispies with peri peri seasoning & cheesy jalapeno dip,59,N/A,N/A,
460,Crinkle Fries,Sides,Crispy wavy masala coated fries served with a spicy tomato chilli sauce,59,N/A,N/A,
461,Brownie Fantasy,Sides,Sweet Temptation! Hot Chocolate Brownie drizzled with chocolate fudge sauce,59,N/A,N/A,
462,Creamy Tomato Pasta Veg,Sides,"Instant Fusilli Pasta, Creamy Culinary Dressing, Onion, Olive, Green Capsicum, Parsley sprinkle",129,N/A,N/A,
463,Cheesy Jalapeno Pasta Veg,Sides,"Instant Fusilli Pasta, Cheesy Jalapeno Sauce, Onion, Jalapeno, Parsley sprinkle",129,N/A,N/A,
464,Tikka Masala Pasta Veg,Sides,"Instant Fusilli Pasta, Spicy Red dressing, Onion, Paneer Tikka, Parsley sprinkle",129,N/A,N/A,
465,Moroccan Spice Pasta Veg,Sides,"Instant Fusilli Pasta, Harissa Sauce, Onion, Mushroom, Olives, Parsley sprinkle",129,N/A,N/A,
466,Creamy Tomato Pasta Non Veg,Sides,"Instant Fusilli Pasta, Creamy Culinary Dressing, Onion, Olives, BBQ Pepper Chicken, Parsley sprinkle",139,N/A,N/A,
467,Cheesy Jalapeno Pasta Non Veg,Sides,"Instant Fusilli Pasta, Cheesy Jalapeno Sauce, Onion, Jalapeno, BBQ Pepper Chicken, Parsley sprinkle",139,N/A,N/A,
468,Tikka Masala Pasta Non Veg,Sides,"Instant Fusilli Pasta, Spicy Red dressing, Onion, Chicken Tikka, Parsley sprinkle",139,N/A,N/A,
469,Moroccan Spice Pasta Non Veg,Sides,"Instant Fusilli Pasta, Harissa Sauce, Onion, Olives, Meatballs, Parsley sprinkle",149,N/A,N/A,
470,Pepsi (500ml),Beverages,Sparkling and Refreshing Beverage,60,N/A,N/A,
471,7Up (500ml),Beverages,Refreshing clear drink with a natural lemon flavor,60,N/A,N/A,
472,Pepsi (350 ml),Beverages,Sparkling and Refreshing Beverage,65,N/A,N/A,
473,Mirinda (500ml),Beverages,Delicious Orange Flavoured beverage,60,N/A,N/A,
474,Slice (350ml),Beverages,Great Mango Taste,50,N/A,N/A,
475,B Natural Alphonsos from Ratnagiri (300 ml),Beverages,Alphonsos only from Ratnagiri with the Goodness of Fiber,70,N/A,N/A,
476,B Natural Pink Guavas from Dakshin India (300 ml),Beverages,Pulpy Pink Guavas with the Goodness of Fiber,70,N/A,N/A,
477,B Natural Mixed Fruit from Himalayas (300 ml),Beverages,Premium fruits from Himalayas with the Goodness of Fiber,70,N/A,N/A,
478,Bailley One (500ml),Beverages,Packaged Drinking Water,20,N/A,N/A,
479,Nimbooz ( 350ml ),Beverages,Nimbooz ( 350ml ),60,N/A,N/A,
480,Lipton Ice Tea ( 350 ml),Beverages,"Refreshment Sahi, Gas Nahi",60,N/A,N/A,
481,Choco Lava Cake,Desserts,"Chocolate lovers delight! Indulgent, gooey molten lava inside chocolate cake",99,N/A,N/A,
482,Butterscotch Mousse Cake,Desserts,Sweet temptation! Butterscotch flavored mousse,99,N/A,N/A,
483,Brownie Fantasy,Desserts,Sweet Temptation! Hot Chocolate Brownie drizzled with chocolate fudge sauce,59,N/A,N/A,
